,WBA02_Storage_AF,WBA03_Storage_AF,WBA04_Storage_AF,WBA05_Storage_AF,WBA06_Storage_AF,WBA07N_Storage_AF,WBA07S_Storage_AF,WBA08N_Storage_AF,WBA08S_Storage_AF,WBA09_Storage_AF,WBA10_Storage_AF,WBA11_Storage_AF,WBA12_Storage_AF,WBA13_Storage_AF,WBA14_Storage_AF,WBA15N_Storage_AF,WBA15S_Storage_AF,WBA16_Storage_AF,WBA17N_Storage_AF,WBA17S_Storage_AF,WBA18_Storage_AF,WBA19_Storage_AF,WBA20_Storage_AF,WBA21_Storage_AF,WBA22_Storage_AF,WBA23_Storage_AF,WBA24_Storage_AF,WBA25_Storage_AF,WBA26N_Storage_AF,WBA26S_Storage_AF,WBA50_Storage_AF,WBA60N_Storage_AF,WBA60S_Storage_AF,WBA61_Storage_AF,WBA62_Storage_AF,WBA63_Storage_AF,WBA64_Storage_AF,WBA71_Storage_AF,WBA72_Storage_AF,WBA73_Storage_AF,WBA90_Storage_AF,DETAW_Storage_AF
2007-04-30,23643847.65,7201503.8,86796728.05,39337750.75,5735192.0,28646407.16,48702374.37,30233863.49,52622552.53,18704822.38,11923889.96,37574099.76,1884575.66,444069.06,1378955.24,3171826.78,8314281.79,11310765.83,6340535.97,3821288.33,13387379.33,19202962.33,47587317.12,11395775.06,12106103.49,6416948.17,4879251.23,58911448.74,15284021.51,26482683.83,14020194.56,101018201.37,50568004.47,83694651.08,93424819.27,95257146.75,144231845.65,44180875.95,109713503.02,59358678.72,370687351.16,171312754.63
2007-05-31,23647524.48,7204131.95,86789023.85,39324213.81,5734888.7,28635310.39,48678585.63,30232344.75,52610410.65,18698708.75,11908904.75,37570579.75,1881442.85,442340.31,1377241.1,3166556.44,8301122.86,11301477.2,6341451.65,3820189.39,13387577.76,19187109.62,47582157.93,11387593.35,12093191.26,6403454.79,4873109.34,58893451.07,15278566.79,26473758.01,14017632.04,100969008.81,50548727.44,83666346.41,93395733.88,95215218.81,144122996.05,44162947.35,109679610.23,59328154.95,370626334.56,171279933.21
2007-06-30,23650117.96,7206146.88,86780027.36,39308243.3,5734247.08,28620559.99,48649848.61,30232878.13,52602934.26,18695285.2,11888839.93,37570369.35,1879808.91,443358.43,1374656.84,3165598.19,8292942.62,11298797.89,6341481.38,3818896.83,13388072.87,19182187.47,47563670.34,11385211.4,12088333.6,6392280.02,4866638.37,58861751.1,15276823.46,26467025.84,14010935.27,100889216.12,50501881.09,83617701.23,93369628.33,95172962.31,144023420.01,44135808.27,109644889.03,59306866.2,370507085.01,171235287.51
2007-07-31,23654558.93,7209978.93,86775897.25,39297376.18,5733524.23,28608739.15,48628045.64,30240038.94,52611495.06,18699142.34,11868637.91,37579922.5,1880486.93,446018.52,1373556.98,3170190.71,8292002.58,11305146.18,6342179.05,3819770.91,13393630.93,19188653.09,47534981.92,11388344.88,12094010.49,6385959.81,4860899.29,58823675.44,15276280.7,26460408.79,14006956.89,100800014.82,50445976.57,83560018.29,93341622.69,95122176.79,143920132.55,44110368.48,109609606.57,59271011.05,370371776.27,171197761.58
2007-08-31,23647231.51,7204141.21,86751095.55,39266101.82,5732783.64,28591893.93,48607724.1,30237164.55,52611391.09,18694156.41,11850168.95,37583812.15,1879915.08,445867.92,1372694.09,3170435.79,8289706.21,11308068.0,6342809.66,3820466.63,13396078.17,19189362.41,47505918.55,11387131.61,12094782.78,6379166.98,4854977.95,58787014.36,15271595.09,26449933.92,14004229.64,100727960.67,50403223.16,83491319.47,93297554.28,95058625.36,143805608.99,44083042.32,109568599.02,59238733.47,370238812.28,171162762.01
2007-09-30,23637284.64,7196304.98,86725874.18,39238659.54,5732452.8,28586627.31,48603498.9,30234976.08,52622737.93,18689325.4,11840861.99,37580102.32,1879354.25,444714.6,1373518.9,3170749.08,8290134.11,11310104.63,6341329.67,3821248.86,13395853.96,19195267.41,47494849.08,11390484.08,12096231.19,6379313.8,4851176.12,58769637.77,15264577.65,26440157.76,14004336.54,100694624.06,50384982.53,83445739.35,93261634.07,95029283.29,143731087.02,44065298.77,109533402.02,59222858.52,370187777.4,171154101.36
2007-10-31,23629660.17,7191147.42,86711929.71,39224530.36,5731559.29,28581034.76,48596369.97,30227910.23,52600480.13,18681818.42,11835424.83,37561230.45,1878191.48,442694.78,1373833.29,3167885.12,8282284.82,11305250.85,6338774.29,3819379.48,13388858.84,19185010.09,47490959.24,11387115.5,12087996.39,6372454.84,4845215.22,58760554.65,15257235.0,26435360.09,14003024.73,100691413.5,50375611.28,83416474.46,93252422.98,95014077.36,143702868.07,44055473.1,109535385.65,59225274.59,370196471.34,171152818.87
2007-11-30,23621746.55,7185608.37,86695582.5,39214444.23,5729363.14,28579400.7,48594407.55,30218461.41,52583469.55,18680433.16,11835561.69,37565500.55,1877585.03,441662.27,1374966.25,3166351.97,8280241.03,11303172.61,6340582.46,3820078.71,13389634.2,19178750.93,47486726.97,11384141.28,12082508.18,6368492.23,4839579.16,58753971.67,15252775.75,26433906.08,14003936.33,100697099.83,50379007.28,83423306.86,93266077.85,95010874.19,143722700.08,44052736.47,109526840.46,59227387.89,370218384.79,171157599.17
2007-12-31,23619801.56,7184088.89,86698284.9,39218226.06,5728834.5,28587667.21,48610090.44,30225788.16,52604212.54,18689083.12,11840798.76,37574963.69,1879091.8,440834.96,1376505.8,3167165.77,8283936.37,11305096.63,6343251.96,3821329.82,13392921.33,19184977.22,47494431.94,11388496.38,12086948.27,6374257.25,4843399.02,58762754.93,15252867.61,26437736.78,14005152.11,100733516.52,50388150.21,83438971.33,93278314.69,95019676.43,143759796.44,44050120.86,109524813.6,59235216.66,370245632.49,171186748.85
2008-01-31,23631446.21,7189230.46,86765560.82,39262933.37,5734995.99,28618528.03,48663894.27,30269979.3,52708204.12,18730469.51,11854768.21,37589442.83,1881709.22,440388.03,1378997.81,3170391.51,8295566.83,11312807.7,6346440.91,3824429.17,13407202.01,19231313.61,47544606.14,11425465.52,12115858.14,6391876.72,4854783.22,58800320.5,15262454.51,26453619.86,14009568.78,100812189.57,50412564.26,83474581.82,93310793.85,95086832.95,143833544.69,44077236.22,109569486.78,59260120.52,370324992.36,171259644.93
2008-02-29,23631555.2,7184217.37,86785754.91,39269299.91,5738650.47,28637022.6,48693654.2,30274246.97,52721492.67,18739234.14,11870107.95,37591436.34,1882399.84,440068.25,1380854.44,3170984.75,8304960.49,11313975.32,6346354.52,3824122.48,13406769.85,19239843.48,47576443.25,11425724.59,12118702.68,6403296.6,4866015.39,58824259.62,15266806.0,26461757.31,14011739.11,100853557.83,50431867.99,83505261.94,93310610.1,95124594.76,143900783.6,44082569.04,109591283.29,59279230.17,370376627.4,171278375.9
2008-03-31,23620890.41,7174384.88,86768045.46,39250561.36,5736007.27,28629715.29,48677839.47,30248559.77,52653660.7,18713043.54,11872090.94,37570103.45,1880575.7,439861.7,1379781.03,3167776.65,8299875.51,11303362.29,6341973.72,3820738.69,13392799.97,19214862.1,47576598.72,11407322.81,12103603.39,6401163.95,4866654.57,58828079.16,15264528.23,26461505.48,14012052.58,100862940.12,50444164.38,83509372.12,93297154.54,95107158.58,143882589.71,44073010.33,109601425.59,59290146.54,370398249.74,171267951.64
2008-04-30,23624625.34,7178268.91,86757800.32,39242726.13,5734886.84,28623076.07,48645215.9,30236601.67,52605093.78,18693800.01,11867821.74,37549247.09,1880081.78,440928.09,1377836.9,3167205.78,8294211.97,11299651.27,6338641.45,3818638.21,13385139.82,19191965.81,47566652.44,11392816.86,12092901.97,6394490.99,4862992.07,58821612.67,15260263.01,26457233.04,14011608.45,100832587.07,50436359.31,83524410.92,93305021.6,95082093.06,143826388.01,44066597.02,109603838.56,59289978.23,370357516.4,171250667.15
2008-05-31,23630806.67,7183519.45,86755780.68,39239583.35,5734743.88,28612457.44,48618685.79,30237095.52,52598678.75,18691117.29,11856357.74,37547512.8,1878129.55,440520.39,1375968.77,3164475.29,8284109.13,11295533.94,6338950.76,3817770.47,13386119.43,19180421.23,47554995.39,11385617.78,12084439.2,6381247.61,4855754.8,58807327.08,15255813.7,26450734.84,14010395.39,100789165.54,50409257.62,83501471.11,93272772.07,95034626.13,143733830.74,44048070.1,109576033.12,59266138.65,370264819.76,171225554.72
2008-06-30,23633118.76,7185310.52,86742715.29,39227294.15,5732805.03,28595547.84,48587930.44,30235341.8,52591989.87,18688241.32,11836912.69,37545285.58,1876322.7,440983.5,1373179.98,3162620.53,8273628.76,11292732.81,6338447.08,3816443.77,13386403.19,19175784.42,47532888.62,11381942.63,12079609.28,6371385.99,4848413.49,58776420.32,15254861.12,26446899.29,14005679.34,100714367.46,50361749.91,83446927.94,93229178.19,94959640.98,143631558.98,44016830.13,109523550.06,59222941.24,370098331.98,171190292.18
2008-07-31,23633961.88,7186295.36,86725813.58,39210277.24,5731117.56,28578330.96,48561330.89,30235356.3,52591066.0,18685802.33,11815615.18,37542415.5,1874183.88,440701.12,1370816.03,3160632.73,8265680.32,11291141.13,6338200.69,3816016.89,13388673.47,19175492.17,47504735.13,11379654.68,12078714.88,6363817.13,4841279.0,58738373.44,15251002.38,26438478.87,14002015.26,100627842.02,50306644.85,83396104.76,93194498.55,94891410.15,143535798.29,43984129.06,109474844.32,59181746.5,369929901.46,171152924.96
2008-08-31,23626934.25,7180744.25,86697556.97,39181055.98,5730100.69,28562410.39,48542617.43,30230541.06,52589596.19,18678550.57,11796957.83,37539790.0,1871981.07,440473.78,1368278.3,3158648.15,8259651.4,11290392.12,6338092.63,3815982.14,13389788.77,19172519.14,47475754.11,11377147.43,12076279.02,6358149.32,4834776.63,58702116.01,15242827.79,26426277.76,14000011.84,100560107.96,50263516.24,83335767.24,93148597.72,94821019.29,143422016.64,43958492.34,109434126.5,59147853.57,369795229.48,171120761.61
2008-09-30,23616749.41,7172411.86,86666891.74,39152262.18,5729399.91,28554863.22,48534266.19,30226590.53,52594885.08,18673354.75,11784192.57,37534764.52,1870827.29,440310.69,1367683.66,3158753.64,8258717.25,11291491.1,6336239.25,3816891.43,13390618.04,19177447.43,47456616.34,11378742.51,12076349.94,6357299.67,4830336.05,58679084.0,15235256.07,26416523.5,14000123.8,100520392.34,50241666.47,83292488.08,93108188.62,94769223.79,143323407.05,43941022.41,109391160.46,59126924.75,369733003.65,171110234.39
2008-10-31,23613366.72,7169475.29,86652328.69,39138800.96,5728166.13,28544824.02,48521750.25,30221713.26,52576238.72,18669061.14,11775100.29,37525342.44,1870018.63,439989.61,1366931.25,3158075.85,8249976.73,11289710.46,6334963.45,3816104.99,13386480.78,19170037.06,47443593.59,11378644.84,12068597.63,6345809.54,4822293.77,58664026.61,15229380.85,26410607.55,13999274.87,100504307.22,50230461.76,83268126.71,93081005.49,94739423.88,143294652.84,43930946.09,109384619.0,59121091.93,369726521.32,171105402.12
2008-11-30,23604443.21,7162521.47,86644776.73,39133263.4,5726788.29,28546049.38,48523035.89,30209134.52,52559292.01,18670417.65,11777520.89,37529340.28,1870838.61,439096.83,1367869.75,3157983.62,8250885.69,11289320.02,6336703.63,3816964.94,13387579.31,19168893.4,47446255.89,11379574.75,12067486.94,6345332.37,4819784.46,58667151.36,15226922.57,26411785.02,14000054.68,100520887.35,50235963.44,83285496.98,93098040.3,94741227.82,143319241.43,43928135.56,109379629.73,59123744.65,369741282.52,171120527.48
2008-12-31,23598402.44,7158597.42,86639621.75,39132120.51,5725888.36,28549987.29,48533145.63,30203655.79,52561296.86,18673634.38,11783656.09,37536221.45,1872740.62,438789.63,1369706.62,3159453.43,8254158.03,11291875.63,6338797.3,3818209.12,13389035.16,19170053.84,47452658.07,11381927.71,12069549.92,6347216.61,4819326.14,58674913.32,15226000.62,26413766.8,14000710.67,100552488.55,50244216.12,83309779.17,93116019.33,94750916.57,143354757.87,43925498.49,109379253.0,59127845.77,369760083.58,171143014.37
2009-01-31,23592700.33,7153867.1,86634264.15,39131271.65,5725425.32,28556494.94,48546340.7,30203406.94,52563310.65,18673909.69,11791478.77,37537454.27,1874234.17,438635.84,1371190.59,3161070.6,8258027.43,11294712.22,6339698.49,3818607.19,13387849.91,19170610.57,47457191.15,11383254.22,12071065.68,6351230.68,4818988.13,58682071.57,15226337.24,26417925.61,14001092.15,100592461.21,50255479.77,83334638.79,93129565.84,94768603.5,143398187.09,43921935.36,109380149.17,59133580.0,369781883.55,171161257.01
2009-02-28,23604755.96,7160646.95,86695382.8,39178702.3,5730124.25,28582800.64,48582024.99,30237380.01,52637727.76,18709184.64,11812915.11,37548879.62,1877263.45,438554.53,1373120.82,3164302.75,8266511.57,11301141.7,6340385.02,3820528.58,13399172.85,19202758.73,47490891.79,11404182.34,12090640.96,6363251.06,4826690.81,58712422.6,15233447.68,26431440.81,14003636.18,100655542.16,50273817.58,83364901.49,93128718.89,94796561.02,143462127.33,43928603.76,109394495.49,59145490.36,369804208.17,171211705.22
2009-03-31,23605205.32,7157360.93,86717115.48,39197558.28,5731222.71,28588021.34,48587714.71,30234886.1,52628511.82,18713198.03,11832590.38,37546166.9,1877454.06,438403.59,1373603.84,3164008.37,8270176.67,11299182.96,6338075.91,3820033.53,13397553.13,19210491.42,47512419.55,11406881.22,12094063.16,6373425.43,4833912.61,58731236.26,15236678.99,26440748.43,14005026.43,100699975.96,50289072.99,83383704.79,93119013.7,94800514.91,143452068.8,43923849.42,109402287.68,59151650.59,369788823.97,171231444.37
2009-04-30,23604508.45,7154850.63,86700720.84,39186298.79,5729063.11,28569208.68,48557700.64,30210596.38,52571998.25,18689354.64,11836075.37,37522767.67,1877429.15,440512.69,1371653.51,3164942.24,8269245.89,11298061.97,6333821.26,3817840.77,13386496.0,19191063.15,47503523.71,11395938.98,12087659.14,6373940.0,4833320.89,58732529.32,15238734.44,26445516.52,14005352.24,100692626.47,50290954.41,83400876.64,93119682.83,94783074.48,143384312.89,43916252.07,109398915.5,59144894.29,369708990.81,171225132.56
2009-05-31,23612191.57,7159574.48,86697395.52,39187574.48,5727306.45,28552213.98,48529443.55,30209680.72,52559986.78,18687130.27,11834108.25,37524245.53,1877337.49,440291.29,1372619.94,3166023.81,8269912.95,11301961.13,6334331.12,3818093.14,13386757.74,19181820.1,47479675.71,11390455.27,12084366.0,6369242.85,4831632.69,58723925.43,15238760.46,26446500.63,14005007.17,100667877.91,50274680.57,83393079.93,93092078.76,94757563.58,143310732.41,43897864.17,109373944.17,59115005.9,369582622.47,171210146.47
2009-06-30,23612078.08,7159827.95,86685297.28,39175011.68,5725272.24,28529311.36,48495288.29,30204599.24,52542537.17,18679556.41,11819900.88,37520357.14,1875207.77,440697.34,1369543.5,3162520.2,8254853.6,11296935.61,6333612.01,3816099.69,13384454.44,19171830.67,47448452.8,11384749.07,12076546.83,6358460.17,4823593.36,58700043.52,15231700.75,26436886.0,14001611.57,100604760.29,50233572.67,83359824.32,93067150.62,94715068.41,143180251.15,43873848.91,109335151.8,59075177.97,369451401.55,171174421.68
2009-07-31,23613391.65,7160983.9,86667429.26,39156639.98,5721771.14,28504380.73,48468230.34,30202851.13,52540178.46,18676994.1,11800024.87,37529070.71,1875518.81,444589.8,1365898.93,3166153.59,8244815.02,11302621.4,6333700.76,3816764.24,13386246.76,19170407.96,47408275.29,11384777.12,12079392.59,6351219.84,4816221.26,58661144.89,15231355.45,26433708.95,13998077.7,100520321.74,50180093.37,83297591.3,93035454.5,94663160.18,143041839.06,43845001.03,109282490.78,59024230.62,369253146.07,171145117.95
2009-08-31,23608344.64,7156665.31,86642076.85,39131957.51,5721135.86,28485029.77,48445508.03,30200741.84,52539181.47,18672834.98,11782385.95,37523133.8,1872003.15,441761.4,1362495.48,3158709.12,8229380.65,11297032.66,6333659.83,3816321.52,13387969.12,19168715.44,47362383.94,11379813.54,12073372.48,6341629.23,4808120.04,58625787.34,15224660.84,26423136.06,13995288.51,100453011.38,50140550.69,83234919.04,92990721.48,94613956.45,142921922.01,43817026.15,109236795.89,58985365.44,369107051.76,171111710.6
2009-09-30,23597095.97,7147347.08,86608198.93,39102055.11,5718669.93,28470958.03,48437690.19,30195981.39,52547341.21,18668322.33,11771905.07,37514397.36,1869095.84,439944.07,1360896.05,3154466.56,8222302.22,11291282.43,6332048.03,3816459.8,13388223.23,19172503.08,47330647.86,11378841.57,12069561.8,6341664.31,4803594.03,58602789.76,15215197.78,26410922.81,13995414.47,100416271.53,50119387.91,83191528.97,92949715.33,94588258.8,142837100.62,43801479.65,109200445.91,58962539.68,369030772.15,171094416.37
2009-10-31,23592317.5,7143710.2,86601319.28,39098371.43,5717460.66,28472645.55,48445010.63,30194702.4,52539774.04,18666311.82,11770930.55,37514806.59,1869411.03,440068.74,1359931.17,3154394.59,8216510.19,11291424.66,6332214.79,3815997.34,13384751.71,19167641.25,47337572.44,11381183.46,12065140.62,6336944.72,4799039.73,58616347.07,15209928.08,26408057.86,13995066.34,100443735.19,50122717.42,83191460.44,92969138.79,94603762.18,142868724.44,43802021.61,109209397.47,58968723.87,369038465.07,171119737.05
2009-11-30,23583231.8,7136974.71,86587998.44,39089283.8,5716162.03,28470449.38,48448082.33,30180539.72,52519325.84,18664450.22,11773144.32,37522077.26,1869772.83,439834.26,1360950.87,3155040.95,8215581.45,11291776.51,6334194.27,3816857.29,13384712.68,19161406.19,47335546.48,11379638.58,12060595.21,6332285.79,4793329.96,58612613.19,15205226.14,26405926.56,13995352.0,100463074.72,50127757.86,83199834.89,92982588.82,94605626.78,142912641.35,43798835.45,109201058.17,58971209.66,369048088.81,171126374.92
2009-12-31,23578465.82,7132850.75,86587728.89,39090693.89,5716449.3,28477246.74,48465327.9,30184320.45,52537048.3,18669840.16,11780415.69,37532638.97,1871471.01,439445.61,1362748.56,3156439.17,8219478.47,11294890.46,6336876.81,3818114.91,13386737.93,19164799.36,47340810.55,11382784.06,12063740.78,6335134.22,4794957.97,58620712.94,15204673.63,26408540.04,13996035.14,100501695.54,50139517.31,83221280.35,93002530.77,94634151.74,142968767.74,43798098.16,109206832.57,58977739.99,369067403.3,171148743.79
2010-01-31,23600076.73,7145672.04,86674786.62,39159476.57,5724383.65,28513946.51,48516067.15,30239693.85,52648980.04,18725795.51,11803350.97,37554926.51,1875976.27,439270.09,1365738.19,3160533.23,8230724.6,11305573.94,6341370.46,3823210.1,13407147.94,19216382.58,47394415.12,11419505.6,12095822.3,6351595.45,4803693.17,58660521.96,15213630.44,26423835.0,14013246.33,100560846.92,50161839.35,83254801.43,93032276.19,94703151.8,143037442.48,43960204.51,109270132.22,58997837.47,369118051.96,171220354.58
2010-02-28,23600719.19,7141595.17,86701534.58,39181442.47,5727799.05,28536403.21,48554087.81,30247810.63,52678401.37,18739199.04,11828374.3,37563873.52,1877610.94,439210.8,1368134.31,3162064.08,8238054.55,11307390.48,6341589.77,3822279.45,13407765.46,19238455.4,47435301.91,11424423.71,12101871.98,6360561.72,4812018.9,58688061.64,15219134.54,26433776.98,14027171.5,100598362.46,50184940.77,83274506.52,93012519.71,94737047.86,143079952.45,44084785.23,109297038.85,59007965.41,369129934.01,171242488.58
2010-03-31,23592241.23,7133664.59,86688831.65,39177334.24,5724715.49,28529971.43,48550230.03,30222568.64,52617003.23,18716925.02,11845063.61,37555783.86,1877683.32,439427.43,1368971.35,3162040.38,8240047.66,11303372.15,6338743.48,3820508.42,13395731.21,19219547.03,47452986.27,11411276.73,12092905.1,6365788.67,4818015.97,58707396.28,15218641.64,26438122.57,14042151.24,100628134.21,50202946.47,83291985.93,93015192.31,94750416.53,143115503.34,44216528.29,109327309.61,59015102.03,369111417.89,171246722.27
2010-04-30,23597790.82,7136835.41,86706786.14,39203883.31,5725583.27,28535092.35,48548105.85,30221544.06,52613128.53,18720869.22,11863499.92,37539316.2,1877952.91,439110.52,1368217.3,3161182.38,8242343.02,11301534.33,6335809.84,3819680.62,13395857.12,19219864.71,47472874.59,11412897.96,12095359.89,6375908.43,4825422.32,58732637.56,15221374.94,26445253.35,14046265.3,100666162.02,50226451.07,83329190.92,93019580.91,94744456.46,143164524.78,44232711.68,109314525.34,59004778.47,369038449.09,171265385.3
2010-05-31,23603687.79,7141838.76,86704659.34,39208590.93,5725492.96,28523526.17,48518466.96,30215321.71,52583596.42,18712714.6,11866354.0,37536502.78,1876220.98,439080.4,1366965.16,3158800.02,8237817.67,11297199.99,6336000.58,3818251.04,13392865.65,19202712.03,47472752.64,11402857.94,12084593.55,6371609.09,4825392.57,58735720.02,15224951.91,26452521.72,14048402.71,100673595.98,50221757.79,83356955.51,93029210.1,94746368.63,143190201.87,44218611.09,109295157.84,58978818.58,368933379.89,171249881.26
2010-06-30,23607764.78,7145632.69,86694509.6,39203722.12,5722357.27,28502063.29,48482979.81,30205894.67,52553367.07,18701800.94,11857105.22,37524266.67,1874056.73,439191.04,1366165.11,3158225.43,8234989.3,11297378.25,6335170.43,3816997.27,13390094.64,19190032.64,47454890.52,11394972.85,12077402.26,6360969.92,4818066.6,58713132.73,15224106.9,26451686.01,14047255.06,100627723.61,50180316.24,83332468.89,93031848.94,94720436.73,143120311.47,44192165.33,109264135.47,58947303.88,368822963.39,171215185.28
2010-07-31,23607215.4,7145857.63,86673927.02,39183484.82,5720772.55,28482227.27,48460844.68,30201213.23,52547774.63,18693708.86,11843220.33,37532133.98,1875142.88,442870.91,1364319.68,3162456.51,8227049.6,11303077.58,6335472.21,3817542.99,13390968.67,19183151.28,47435055.83,11391299.0,12077565.35,6354392.07,4811338.92,58678144.56,15218254.01,26442108.35,14046374.16,100565978.74,50129863.35,83251963.48,92986005.05,94685737.01,143029053.31,44159604.85,109225611.89,58914344.19,368705036.14,171185565.0
2010-08-31,23599973.48,7140708.11,86645411.07,39154105.82,5718895.15,28464844.81,48444491.4,30194678.24,52543381.57,18684410.68,11828794.22,37540780.72,1876273.08,444996.93,1362716.29,3164700.98,8216389.69,11307332.88,6335901.5,3818414.57,13391240.07,19178138.5,47416357.97,11388280.69,12077004.48,6349307.45,4804984.45,58643985.42,15209976.02,26429428.52,14046927.14,100504321.97,50092418.52,83158143.86,92925035.51,94655609.11,142961191.35,44125350.35,109197608.35,58886529.51,368592688.27,171159534.81
2010-09-30,23590684.96,7133519.88,86617637.91,39127981.26,5718791.58,28459603.47,48440018.33,30192211.32,52551322.89,18679563.36,11822057.2,37544148.14,1876981.59,445253.1,1362184.06,3165497.15,8210737.84,11309147.84,6334254.2,3819249.67,13391058.81,19183454.53,47402642.08,11389973.61,12077529.0,6350605.75,4801186.94,58621211.45,15203571.67,26419719.7,14047132.9,100468351.07,50072143.55,83090121.14,92879758.94,94644507.27,142895734.37,44095545.34,109166961.39,58867073.52,368538213.4,171145775.38
2010-10-31,23588436.12,7131744.98,86618776.25,39130839.28,5718605.36,28466639.36,48435197.01,30192127.98,52537324.63,18681366.98,11823615.44,37532712.39,1878019.88,442496.89,1363149.71,3162332.02,8204919.98,11304332.34,6333272.61,3817842.85,13387879.84,19180831.46,47396669.94,11388875.67,12069392.56,6346598.48,4801154.09,58620677.7,15200628.91,26418839.68,14047674.9,100506266.62,50081965.37,83101504.58,92893081.36,94663784.54,142919167.1,44103895.36,109168453.75,58866437.16,368546541.93,171151014.32
2010-11-30,23586014.63,7129790.17,86620700.8,39131307.7,5719252.91,28474210.57,48442602.67,30193997.58,52537941.21,18685581.72,11829407.01,37538976.22,1878032.85,441117.6,1364893.75,3160640.69,8207685.84,11302113.05,6335580.05,3818773.99,13390397.54,19181747.88,47401833.91,11390121.57,12068964.7,6352765.27,4804631.56,58629588.57,15202545.85,26426383.92,14054700.66,100551525.03,50098855.13,83127696.48,92914346.89,94686560.59,142983081.73,44154998.32,109187705.89,58876299.33,368564985.74,171174130.38
2010-12-31,23610765.74,7150454.06,86690255.32,39196776.93,5723463.35,28504795.74,48489392.88,30241970.11,52652748.92,18738171.56,11850851.81,37564136.83,1881354.92,440886.02,1370596.25,3167963.98,8235576.57,11319709.14,6340121.4,3824463.99,13410696.63,19239130.68,47437091.43,11426839.5,12106688.66,6376592.36,4817600.85,58660922.81,15233152.39,26464044.52,14072849.36,100653896.33,50131272.27,83254048.72,93058364.5,94822404.79,143150328.58,44325290.8,109278691.7,58905978.91,368648483.41,171264611.26
2011-01-31,23605000.67,7141805.84,86697849.17,39203754.55,5725540.44,28521916.26,48519082.91,30246016.19,52658759.57,18739399.87,11866712.36,37577064.73,1882191.68,440929.68,1373718.18,3168839.83,8248591.09,11321753.24,6342296.33,3824702.58,13407937.4,19247071.98,47458780.31,11427361.03,12112417.63,6387653.27,4826747.84,58678652.62,15236723.75,26468135.17,14080715.27,100707231.09,50158391.42,83345404.45,93166659.29,94924637.45,143331735.35,44394025.48,109336667.84,58926070.0,368700229.91,171271715.44
2011-02-28,23589911.49,7130898.94,86683779.3,39197401.5,5725473.64,28530589.84,48537290.24,30235801.32,52632064.3,18727709.71,11882332.3,37583493.95,1883947.82,441026.25,1375385.51,3169566.78,8257691.84,11320627.32,6342705.09,3824200.36,13401244.04,19233837.33,47479905.63,11420555.16,12111902.25,6399045.65,4838825.76,58708474.45,15241433.1,26470113.14,14086642.66,100736081.79,50190883.79,83405922.17,93222438.84,94994864.62,143418963.85,44430382.3,109369978.71,58944142.4,368750815.74,171288493.59
2011-03-31,23645627.16,7173331.48,86772157.72,39284448.56,5731467.65,28568945.42,48584743.31,30293843.28,52721094.14,18786465.54,11905304.25,37627318.2,1895615.43,452693.09,1380902.1,3196374.24,8293916.73,11362775.24,6345567.24,3833513.72,13422409.95,19296050.26,47537597.55,11465085.42,12154205.48,6420017.38,4855741.85,58773591.61,15278675.04,26508007.68,14092817.04,100862184.7,50252114.96,83495139.65,93300793.47,95138730.97,143652169.85,44459872.07,109415714.22,58968265.46,368844416.52,171405303.57
2011-04-30,23630607.7,7157769.81,86766868.65,39292850.39,5729311.45,28565106.36,48568986.41,30269231.19,52670564.89,18768754.38,11915290.46,37610749.18,1897831.73,453001.93,1382458.74,3194381.3,8297097.67,11358242.16,6340953.03,3832180.75,13414519.14,19280146.63,47547354.34,11451961.72,12146201.29,6416003.13,4859041.57,58797634.01,15284753.46,26514035.31,14094991.07,100936461.98,50287699.49,83575326.65,93348964.18,95207419.28,143834247.55,44458723.36,109425089.58,58973321.85,368890496.43,171394120.73
2011-05-31,23615690.37,7147055.83,86741775.75,39285299.32,5727636.91,28553771.18,48541065.14,30248273.35,52628520.89,18742014.04,11915828.13,37615817.65,1897914.55,453827.96,1382688.11,3193277.97,8297654.69,11352394.8,6341306.2,3829076.38,13404024.36,19252525.77,47536167.17,11432877.54,12137089.59,6411309.75,4861342.11,58800486.2,15284046.56,26511945.09,14094897.05,100956102.34,50307632.99,83592204.62,93325212.51,95220794.32,143888027.49,44444612.63,109416677.57,58961517.75,368897085.37,171359834.24
2011-06-30,23619808.9,7150260.13,86741775.8,39290519.76,5728171.74,28544732.25,48516066.97,30242886.88,52611025.47,18731883.32,11909603.51,37607990.14,1895095.12,451885.88,1382199.84,3189146.2,8294946.04,11347394.81,6341260.0,3827368.9,13401906.72,19239909.71,47525000.18,11422602.2,12128077.86,6401815.36,4860695.8,58803217.07,15284415.47,26511504.02,14095327.37,100932929.12,50307915.79,83621362.81,93315843.11,95225565.7,143910103.12,44435822.16,109407073.66,58942618.63,368916913.53,171337359.06
2011-07-31,23617407.41,7148223.99,86719182.98,39269935.67,5726407.66,28526858.55,48487085.61,30229918.68,52586286.32,18714130.34,11896736.77,37588195.72,1889186.64,446279.54,1379611.67,3175272.0,8281832.52,11328688.65,6341206.5,3823839.05,13398837.42,19217424.9,47499217.43,11404823.01,12107553.39,6391204.74,4855811.46,58786867.74,15271890.36,26492916.96,14094394.44,100888224.77,50284147.29,83586507.97,93280623.81,95199783.63,143846267.67,44418080.38,109391601.54,58919680.98,368909714.48,171291355.58
